925.29	168758
982.81	188156
295.5	227012
1237.28	151328
234.23	216206
461.19	184388
2723.38	153413
537.66	181804
3486.19	144047
785.61	325079
568.31	198018
1129.08	182157
182.23	244971
513.29	261604
2387.04	144071
1421.68	141749
1910.15	147361
934.72	184669
520.15	182854
271.29	242174
550.13	191908
231.92	412017
1763.79	156610
3245.58	190855
419.85	190855
348.25	298532
206.17	216206
1640.2	160209
2509.27	158965
116.35	309314
2477.22	168758
610.42	171662
2273.25	178270
1055.01	167117
836.67	168833
1235.47	182365
483.34	537737
262.07	1074471
636.39	296064
3135.74	144047
779.84	175263
214.53	227012
323.41	186306
220.55	219561
339.67	192149
1558.46	245306
311.35	215410
2079.18	196680
736.54	186238
1285.75	145447
254.71	219562
369.48	228175
796.41	156577
1599.33	168520
3437.72	168399
914.69	157179
418.96	244971
80.85	248773
665.69	238255
2012.47	168520
2370.11	146599
1053.92	142860
645.71	202211
515.09	173379
269.53	231850
1136.45	168833
3015.34	242174
373.75	165010
382.17	228175
544.19	167129
695.58	157698
307.31	218649
1166.45	170344
1536.03	150008
1195.26	181940
312.15	177323
2566.08	156577
305.07	228175
1712.69	168520
321.21	222396
388.62	165010
2487.89	148230
2647.06	146995
255.4	218220
1595.84	146995
258.26	242174
2703.75	141749
492.91	212013
187.73	372445
2552.87	147380
1265.03	186238
356.25	227012
1378.2	141749
1500.59	157203
156.53	228175
2184.53	141749
350.02	178198
319.03	196680
849.63	152074
637.96	168838
509.79	227014
1305.29	153807
1305.29	153807
324.61	235976
2891.31	147380
518.28	177323
453.87	177323
235.07	184475
247.83	216206
1260.44	148352
154.13	221885
781.83	146474
300.69	253587
3010.2	141749
460.95	248773
836.99	146271
1447.82	147019
1082.37	178198
1829.75	142860
727.3	178002
307.16	248773
1090.67	212214
214.03	178337
239.07	184475
375.35	228175
1137	150008
586.27	216206
306.54	178198
2593.06	147009
1324.2	141763
1131.96	145447
2593.06	147009
212.35	181020
2231.56	141795
1525.41	157698
331.49	214161
2336.1	141749
199.27	221903
364.15	212913
645.04	157768
710.57	212214
969.07	150423
522.57	242174
162.2	332258
1547.79	141749
1319.55	145447
613.73	160549
2634.87	142506
403.56	168838
95.72	248773
604.17	166071
4395.57	145447
911.75	171649
455.6	162178
621.74	157763
326.44	234662
595.91	202395
1285.43	162178
595.91	202395
791.37	177323
2048.53	142860
432.48	216206
753.85	165010
2442.77	154347
1285.69	142218
1285.69	142218
781.3	178002
713.42	175870
69.96	248773
3660.61	181020
489.22	169104
2180.62	142506
581.55	160620
612.02	248773
3733.65	180942
256.51	193886
355.31	299594
507.4	178002
360.26	221885
905.65	145471
3863.67	165010
321.71	171682
655.39	160549
196.61	222017
202	178198
912.09	145447
787.65	165010
657.07	157853
283.09	169104
1169.76	205541
1582.44	154347
424.81	169104
122.88	195569
261.36	242174
337.93	214161
675.74	157763
553.55	158402
949.38	142976
4230.09	146474
64.8	264029
7836.81	162178
292.65	163493
492.63	227200
295.85	221885
149.99	221885
822.02	143665
1284.01	152981
1024.59	172768
1498.36	147009
761.03	146474
1086.9	142860
1209.23	146271
729.28	146522
122.51	248773
531.4	302749
8002.95	157763
130.53	248773
618.24	252353
299.09	163472
2379.47	142860
1552.36	146995
320.6	214161
818.33	158402
117.72	212536
1817.33	142679
1231.46	153005
563.87	163472
1651.85	143653
679.19	162178
246.94	183908
147.47	195695
763.96	175870
1402.32	141749
919.17	157698
380.19	165010
628.96	155611
664.94	195569
1682.35	143653
175.43	195569
518.96	163472
229.6	249030
193.88	248773
1632.09	178198
1632.09	178198
853.2	146474
961.01	158402
2033.88	152230
853.2	146474
436.76	222498
862.66	214161
597.68	178720
1251.31	141891
1576.48	146995
693.15	156937
374.5	160552
1155.9	148419
1154.07	146474
137.91	201317
137.44	219062
2126.62	142520
724.12	161371
1154.07	146474
663.41	160549
1246.86	208057
726.66	146622
789.85	146474
1132.08	162053
101.71	248773
323.96	160572
1773.52	152981
342.59	225446
8705.41	141749
894.76	145495
428.5	160552
1124.59	148445
173.1	192635
269.62	192775
1226.3	172370
315.44	235200
1213.49	176143
357.7	183070
598.21	164481
685.6	152964
744.68	211082
2241.34	157748
420.32	193886
824.1	216906
706.55	163472
892.14	145595
1263.21	152981
325.58	178098
534.28	155796
140.21	195569
178.26	176977
1249.84	153253
140.21	195569
1754.05	160552
707.14	194467
272.88	212700
154.63	195569
1531.9	154394
473.92	213806
276.6	181373
220.46	174174
154.64	197179
246.93	249030
768.56	154059
1100.61	156937
460.37	176977
479.08	196680
927.03	143039
183.45	195569
338.86	242267
238.83	176977
722.52	182839
195.59	176977
8381.13	142860
1065.46	164292
2209.21	141891
93.72	244404
686.71	156937
808.41	155726
1271.34	146474
1223.51	142860
1291.12	142506
1945.83	164275
1116	164275
1650.55	174174
720.32	176977
230.81	176977
301.61	160872
2053.73	142685
2052.26	154256
87.29	248773
595.26	291824
578.42	155634
771.48	143723
1331.97	152553
907.18	152577
1100.83	174174
67.34	248797
587.7	174088
718.02	154120
1165.59	146474
494.59	174174
754.5	175870
315.78	193886
523.84	178718
550.94	175870
276.88	237945
640.94	227738
2542.52	147019
712.3	178721
226.98	249054
375.77	225446
293.43	193980
120.26	195593
1204.33	160552
1019.96	227298
224.44	264440
1425.47	147178
2076.08	142621
345.11	222546
533.6	158549
635.06	153025
584.82	155726
3623.69	195569
2031.26	152317
612.71	153214
535.19	227738
246.8	195569
672.75	163472
2585.99	148352
805.04	175870
732.15	175942
1264.23	192775
145.56	236467
936.96	142771
1423.11	160552
344.02	225446
729.63	178721
151.43	227738
1734.21	152964
2520.17	147178
3782.57	163472
322.34	246164
467.94	225446
426.05	157891
826.64	143521
302.18	176977
1515.43	152964
2532.07	147380
598.09	160552
2064.86	169104
332.92	242349
373.15	214161
2008.51	155611
2367.05	142679
695.67	154309
198.11	174222
547.67	195569
740.17	146498
162.7	245920
1040.59	167117
2495.16	165002
141.08	224832
859.04	175870
1028.63	175870
2956.45	142506
1806.03	154347
2065.15	152964
1319.61	174174
2256.73	143451
7880.15	157755
314.52	242349
611.24	166570
98.88	227738
370.74	167211
2546.97	146995
852.55	155611
884.95	160549
1100.77	143451
2065.63	152206
386.22	222498
1233.86	237281
341.89	175942
666.06	194467
966.48	146474
320.1	242267
7652.21	174174
424.05	175942
730.61	151928
1210.73	202537
722.53	157755
668.6	178745
502.97	158582
367.46	222498
132.28	239056
229.32	192896
1211.09	142679
257.8	179018
486.92	176680
1340.15	176518
1547.55	157755
1234.83	160552
363.87	222546
1045.61	143653
368.92	205000
222.8	227738
559.19	195569
622.69	157908
165.08	192775
1545.93	152964
992.15	154059
2044.77	152254
353.52	249030
8368.71	142679
2680.04	146995
297.16	253419
498.94	157755
325	174174
537.55	163986
