407.1	189869
886.39	165307
339.52	201570
216.35	223031
418.89	328520
563.66	188689
197.79	278324
1062.04	212022
272.27	218751
456.86	181907
2208.84	189341
790.68	217952
322.86	228180
1468.25	175015
183.48	249030
830.19	207352
272.53	337574
1591.78	153428
1968.88	151328
901.43	178784
802.48	184621
654.33	718589
903.13	190889
1367.88	202093
470.13	198649
253.38	246164
597.92	223186
285.71	244537
564.21	223853
340.68	173743
209.71	711889
736.46	327963
1172.56	169652
494.15	189301
2194.32	192006
346.84	175408
300.26	224395
163.22	291725
1555.51	151328
3179.1	179397
139.93	425291
568.72	183713
1569.07	226254
511.24	222617
1032.25	181940
599.01	172768
1733.41	218413
859.01	355326
357.48	222472
1042.72	181940
2511.3	153413
408.69	189301
1140.78	246164
1140.78	246164
1140.78	246164
988.54	173626
376.27	218751
331.55	172510
1110.19	256892
854.26	193811
783.26	187806
1207.02	169652
920.03	207352
162.72	223853
1340.49	169652
455.64	165570
703.07	228180
695.77	172510
1022.43	178784
525.23	164170
1209.71	206518
3833.75	181907
2560.58	151328
867.78	173743
353.42	179405
1956.14	145852
697.84	223031
552.72	206480
1530.4	173985
180.48	249030
343.68	173743
464.6	173743
1987.97	153413
3996.88	165307
257.51	255184
191.96	246570
2063.89	151328
1990.4	151328
301.34	228180
379.63	173743
527.51	246164
973.13	150423
210.33	249378
261.15	349533
288.73	382333
2498.2	145828
144.27	255184
175.8	385781
155.15	255184
257.05	396740
1473.9	182433
359.61	402850
287.17	210245
1263.78	150423
215.13	249307
142.11	401966
407.9	209908
525.96	205911
191.38	196680
196.38	255184
283.07	398056
2080.06	145828
424.41	223853
500.36	201570
770.59	212278
234.22	229419
1445.86	165570
683.45	192149
2505.92	173750
734.18	187549
1270.08	235251
438.09	211602
896.22	161792
1267.11	200454
918.47	186469
766.08	163724
2367.44	166828
944.35	187195
401.29	192959
181.67	267866
439.25	358876
258.99	352098
1270.99	190517
813.64	150042
3964.19	184410
86.75	377021
379.73	997636
279.15	196126
144.83	206121
2089.6	231243
225.1	409482
844.87	173626
339.75	209925
370.26	190855
341.81	216603
367.73	192149
152.35	242174
283.29	215410
237.27	250769
435.47	184669
488.4	182854
246.15	244971
1348.36	190855
508.65	222472
237.91	228874
118.52	539660
414.27	177625
2491.58	144047
289.94	258778
256.15	356197
491.48	217046
7924.03	184899
349.38	200899
533.51	189135
135.75	448853
1348.01	179240
346.79	227012
747.95	170344
1379.05	156865
142.67	301291
771.47	208520
457.5	231513
1362.75	147361
413.99	213603
462.6	195710
553.56	193470
527.95	211294
434.61	912645
2139.4	178002
460.89	533820
901.59	156577
740.41	762445
545.13	319622
583.01	181042
300.79	233096
2296.56	191863
947.31	145447
295.59	261604
904.36	184552
1112.87	178198
163.35	228175
582.84	210250
7708.89	182660
619	175263
2419.7	153413
951.1	160209
893.39	188156
1126.98	178270
184.95	1073285
1032.22	205541
2161.18	147380
1118.03	213603
2852.08	162049
1361.46	153024
1550.93	179055
1142.99	150008
359.75	232132
252.54	178198
193.21	235976
832.56	180682
1065.34	183713
387.3	359509
727.28	189135
1587.63	178002
756.5	197970
2492.68	153413
938.25	175015
402.96	228360
392.51	356197
449.8	359509
533.99	173379
464.96	216206
432.89	225446
1122.66	226576
1273.66	141795
