n_lines,n_columns,n_layers,c_chunk,c_sets,c_lines,Clocks per instruction CPI,Hardware complexity
4,4,5,4,10,1
8,8,5,4,10,1
12,12,5,4,10,1
16,16,5,4,10,1
24,24,5,4,10,1
32,16,5,4,10,1
32,32,5,4,10,1
4,4,6,4,10,1
8,8,6,4,10,1
12,12,6,4,10,1
16,16,6,4,10,1
24,24,6,4,10,1
32,16,6,4,10,1
32,32,6,4,10,1
